X,sp,pt,treatment,area,isolation,k,lnK
ZS 3,BL,F,N,6.244897415,2.160543385,0.491549288,0.173637609
ZS 3,CM,F,G,6.244897415,2.160543385,0.254572682,0.098495827
ZS 3,CM,F,N,6.244897415,2.160543385,0.587966105,0.200841228
ZS 3,FX,F,G,6.244897415,2.160543385,0.645154536,0.216206699
ZS 3,FX,F,N,6.244897415,2.160543385,0.847735588,0.266639824
ZS 3,MH,F,G,6.244897415,2.160543385,0.301014989,0.1142823
ZS 3,MH,F,N,6.244897415,2.160543385,0.416467529,0.151206623
ZS 3,QG,F,G,6.244897415,2.160543385,0.243001624,0.094471696
ZS 3,QG,F,N,6.244897415,2.160543385,0.286781116,0.109504679
ZS 3,XZ,F,G,6.244897415,2.160543385,0.462173283,0.164998844
ZS 3,XZ,F,N,6.244897415,2.160543385,0.496295378,0.175017334
ZS 5,BL,F,G,6.244897415,2.160543385,0.440507815,0.364995701
ZS 5,BL,F,N,6.244897415,2.160543385,0.57395737,0.196992965
ZS 5,CM,F,N,6.244897415,2.160543385,0.721777813,0.235977107
ZS 5,FX,F,G,6.244897415,2.160543385,0.777606922,0.249835733
ZS 5,MH,F,G,6.244897415,2.160543385,0.439731937,0.158281639
ZS 5,MH,F,N,6.244897415,2.160543385,0.329221957,0.123597507
ZS 5,QG,F,G,6.244897415,2.160543385,0.272453401,0.104641887
ZS 5,QG,F,N,6.244897415,2.160543385,0.430164774,0.155386077
ZS 5,XZ,F,N,6.244897415,2.160543385,0.936853339,0.287096737
ZS1,BL,F,G,6.244897415,2.160543385,0.47750461,0.39035459
ZS1,BL,F,N,6.244897415,2.160543385,0.457494317,0.16360687
ZS1,CM,F,G,6.244897415,2.160543385,0.28072862,0.107457115
ZS1,CM,F,N,6.244897415,2.160543385,0.465884589,0.166099779
ZS1,FX,F,G,6.244897415,2.160543385,0.724195964,0.236586624
ZS1,FX,F,N,6.244897415,2.160543385,0.613405086,0.207743422
ZS1,MH,F,G,6.244897415,2.160543385,0.391807501,0.143579173
ZS1,QG,F,G,6.244897415,2.160543385,0.36039562,0.133665225
ZS1,QG,F,N,6.244897415,2.160543385,0.284084866,0.108593727
ZS1,XZ,F,G,6.244897415,2.160543385,0.407317207,0.148391998
ZS1,XZ,F,N,6.244897415,2.160543385,0.427897719,0.1546971
ZSD 1,BL,F,G,-2.565154869,3.581532779,0.339497836,0.292294794
ZSD 1,BL,F,N,-2.565154869,3.581532779,0.307925809,0.11658311
ZSD 1,CM,F,G,-2.565154869,3.581532779,0.284827172,0.108844713
ZSD 1,CM,F,N,-2.565154869,3.581532779,0.402697816,0.146964121
ZSD 1,FX,F,G,-2.565154869,3.581532779,0.612785916,0.207576722
ZSD 1,FX,F,N,-2.565154869,3.581532779,1.364644736,0.373765902
ZSD 1,MH,F,G,-2.565154869,3.581532779,0.391807501,0.143579173
ZSD 1,MH,F,N,-2.565154869,3.581532779,0.378023852,0.139256735
ZSD 1,QG,F,G,-2.565154869,3.581532779,0.208168302,0.082127437
ZSD 1,QG,F,N,-2.565154869,3.581532779,0.240678656,0.093659311
ZSD 1,XZ,F,G,-2.565154869,3.581532779,0.352251331,0.131057418
ZSD 1,XZ,F,N,-2.565154869,3.581532779,0.37229724,0.13744819
ZSD 2,BL,G,G,-2.565154869,3.581532779,0.385663268,0.141657705
ZSD 2,BL,G,N,-2.565154869,3.581532779,0.407679849,0.148503894
ZSD 2,CM,G,G,-2.565154869,3.581532779,0.247982236,0.096208404
ZSD 2,CM,G,N,-2.565154869,3.581532779,0.214225045,0.084299187
ZSD 2,FX,G,G,-2.565154869,3.581532779,0.653889529,0.218506498
ZSD 2,FX,G,N,-2.565154869,3.581532779,1.08119716,0.318313225
ZSD 2,MH,G,G,-2.565154869,3.581532779,0.382316862,0.140607606
ZSD 2,MH,G,N,-2.565154869,3.581532779,0.338940472,0.126761269
ZSD 2,QG,G,G,-2.565154869,3.581532779,0.186010832,0.074088656
ZSD 2,QG,G,N,-2.565154869,3.581532779,0.233554792,0.091158445
ZSD 2,XZ,G,G,-2.565154869,3.581532779,0.342418092,0.127887797
ZSD 2,XZ,G,N,-2.565154869,3.581532779,0.304842318,0.115558033
