X,sp,pt,treatment,area,isolation,k,lnK
PTS2,MH,F,N,2.484226779,3.18354701,0.194217426,0.077083404
PTS2,QG,F,G,2.484226779,3.18354701,0.191792771,0.076200747
PTS2,QG,F,N,2.484226779,3.18354701,0.300761886,0.114197803
PTS2,XZ,F,G,2.484226779,3.18354701,0.327455017,0.123019813
PTS2,XZ,F,N,2.484226779,3.18354701,0.669049609,0.222469245
PTS3,BL,G,G,2.484226779,3.18354701,0.531967423,0.18524953
PTS3,BL,G,N,2.484226779,3.18354701,0.416132562,0.151103909
PTS3,CM,G,G,2.484226779,3.18354701,0.216505927,0.085114229
PTS3,CM,G,N,2.484226779,3.18354701,0.46356636,0.165412419
PTS3,FX,G,G,2.484226779,3.18354701,0.835322672,0.26371243
PTS3,FX,G,N,2.484226779,3.18354701,1.579335434,0.411507824
PTS3,MH,G,G,2.484226779,3.18354701,0.499716523,0.176009176
PTS3,MH,G,N,2.484226779,3.18354701,0.297383181,0.113068264
PTS3,QG,G,G,2.484226779,3.18354701,0.270289296,0.103902639
PTS3,QG,G,N,2.484226779,3.18354701,0.497527334,0.175374758
PTS3,XZ,G,G,2.484226779,3.18354701,0.589588393,0.201284683
PTS3,XZ,G,N,2.484226779,3.18354701,0.366130086,0.135492056
PZ1,BL,F,G,1.352263476,2.110669415,0.214622951,0.1944337
PZ1,BL,F,N,1.352263476,2.110669415,0.581683722,0.199119645
PZ1,CM,F,G,1.352263476,2.110669415,0.189663034,0.075423967
PZ1,CM,F,N,1.352263476,2.110669415,0.415240343,0.1508302
PZ1,FX,F,G,1.352263476,2.110669415,0.397002147,0.145197074
PZ1,FX,F,N,1.352263476,2.110669415,0.687508786,0.227246043
PZ1,MH,F,G,1.352263476,2.110669415,0.35434345,0.131728812
PZ1,MH,F,N,1.352263476,2.110669415,0.498251368,0.175584683
PZ1,QG,F,G,1.352263476,2.110669415,0.396242668,0.144960906
PZ1,QG,F,N,1.352263476,2.110669415,0.430854106,0.155595354
PZ1,XZ,F,G,1.352263476,2.110669415,0.46349311,0.165390682
PZ1,XZ,F,N,1.352263476,2.110669415,0.570347268,0.195995703
PZ2,BL,F,G,1.352263476,2.110669415,0.491685523,0.399906704
PZ2,BL,F,N,1.352263476,2.110669415,0.480902066,0.170526339
PZ2,CM,F,G,1.352263476,2.110669415,0.318472444,0.120071057
PZ2,CM,F,N,1.352263476,2.110669415,0.400452677,0.146268438
PZ2,FX,F,G,1.352263476,2.110669415,0.759649775,0.245426238
PZ2,FX,F,N,1.352263476,2.110669415,1.158251215,0.334101994
PZ2,MH,F,G,1.352263476,2.110669415,0.562681992,0.193870607
PZ2,MH,F,N,1.352263476,2.110669415,0.562834121,0.193912885
PZ2,QG,F,G,1.352263476,2.110669415,0.348990707,0.130008958
PZ2,QG,F,N,1.352263476,2.110669415,0.360767175,0.133783824
PZ2,XZ,F,G,1.352263476,2.110669415,0.507250729,0.178185503
PZ2,XZ,F,N,1.352263476,2.110669415,0.720799435,0.235730255
PZ4,BL,G,G,1.352263476,2.110669415,0.313195536,0.118329398
PZ4,BL,G,N,1.352263476,2.110669415,0.49803809,0.175522856
PZ4,CM,G,G,1.352263476,2.110669415,0.211095965,0.083178557
PZ4,CM,G,N,1.352263476,2.110669415,0.509606435,0.178863738
PZ4,FX,G,G,1.352263476,2.110669415,0.784865528,0.251605502
PZ4,FX,G,N,1.352263476,2.110669415,0.970542924,0.294585899
PZ4,MH,G,G,1.352263476,2.110669415,0.392868723,0.143910186
PZ4,MH,G,N,1.352263476,2.110669415,0.553300778,0.19125556
PZ4,QG,G,G,1.352263476,2.110669415,0.225193795,0.088204789
PZ4,QG,G,N,1.352263476,2.110669415,0.481896328,0.170817822
PZ4,XZ,G,G,1.352263476,2.110669415,0.481387835,0.170668774
PZ4,XZ,G,N,1.352263476,2.110669415,0.632227851,0.212780784
QB1,BL,F,G,0.360637777,4.15118674,0.256373071,0.228229055
QB1,BL,F,N,0.360637777,4.15118674,0.364403315,0.134942766
QB1,CM,F,G,0.360637777,4.15118674,0.283677353,0.108455879
QB1,CM,F,N,0.360637777,4.15118674,0.491850654,0.173725349
QB1,FX,F,G,0.360637777,4.15118674,0.593190471,0.2022677
QB1,FX,F,N,0.360637777,4.15118674,0.991439414,0.299167098
QB1,MH,F,G,0.360637777,4.15118674,0.303919916,0.115250919
QB1,MH,F,N,0.360637777,4.15118674,0.263328458,0.101516279
QB1,QG,F,G,0.360637777,4.15118674,0.24569868,0.095413004
QB1,QG,F,N,0.360637777,4.15118674,0.270601066,0.104009215
QB1,XZ,F,G,0.360637777,4.15118674,0.347584,0.129555846
QB1,XZ,F,N,0.360637777,4.15118674,0.361924941,0.134153173
QB2,BL,G,G,0.360637777,4.15118674,0.237379024,0.09250275
QB2,BL,G,N,0.360637777,4.15118674,0.272544822,0.104673088
QB2,CM,G,G,0.360637777,4.15118674,0.228866422,0.089504678
QB2,CM,G,N,0.360637777,4.15118674,0.289479233,0.110414352
QB2,FX,G,G,0.360637777,4.15118674,0.534972647,0.186100641
QB2,FX,G,N,0.360637777,4.15118674,1.308731476,0.363373424
QB2,MH,G,G,0.360637777,4.15118674,0.313842064,0.118543162
QB2,MH,G,N,0.360637777,4.15118674,0.450134016,0.16140814
QB2,QG,G,G,0.360637777,4.15118674,0.225351424,0.08826066
QB2,QG,G,N,0.360637777,4.15118674,0.224683871,0.088023998
QB2,XZ,G,G,0.360637777,4.15118674,0.152608204,0.061681706
QB2,XZ,G,N,0.360637777,4.15118674,0.705037826,0.231734018
QRD 1,BL,F,G,-0.747146969,1.434581626,0.296369852,0.259567937
QRD 1,BL,F,N,-0.747146969,1.434581626,0.461112824,0.164683753
QRD 1,CM,F,G,-0.747146969,1.434581626,0.250387791,0.097044725
QRD 1,CM,F,N,-0.747146969,1.434581626,0.469529417,0.167178284
QRD 1,FX,F,G,-0.747146969,1.434581626,0.652361498,0.218105067
QRD 1,FX,F,N,-0.747146969,1.434581626,1.224506706,0.347233719
QRD 1,MH,F,G,-0.747146969,1.434581626,0.53457548,0.185988255
QRD 1,MH,F,N,-0.747146969,1.434581626,0.369026871,0.136411972
QRD 1,QG,F,G,-0.747146969,1.434581626,0.231561608,0.090456142
QRD 1,QG,F,N,-0.747146969,1.434581626,0.266183788,0.102496749
QRD 1,XZ,F,G,-0.747146969,1.434581626,0.42580223,0.15405929
QRD 1,XZ,F,N,-0.747146969,1.434581626,0.439731937,0.158281639
QRD 2,BL,G,G,-0.747146969,1.434581626,0.593591234,0.202376932
QRD 2,BL,G,N,-0.747146969,1.434581626,0.570347268,0.195995703
QRD 2,CM,G,G,-0.747146969,1.434581626,0.201854307,0.079851824
QRD 2,CM,G,N,-0.747146969,1.434581626,0.52238951,0.182525783
QRD 2,FX,G,G,-0.747146969,1.434581626,1.269067372,0.355847391
QRD 2,FX,G,N,-0.747146969,1.434581626,0.853589881,0.26801365
QRD 2,MH,G,G,-0.747146969,1.434581626,0.307925809,0.11658311
QRD 2,MH,G,N,-0.747146969,1.434581626,0.573791827,0.196947286
QRD 2,QG,G,G,-0.747146969,1.434581626,0.164062325,0.065976233
QRD 2,QG,G,N,-0.747146969,1.434581626,0.181996951,0.072616356
QRD 2,XZ,G,G,-0.747146969,1.434581626,0.411871816,0.149795269
QRD 2,XZ,G,N,-0.747146969,1.434581626,0.815241193,0.258934338
THD 2,BL,F,G,3.715880738,2.214645535,0.273737961,0.241955854
THD 2,BL,F,N,3.715880738,2.214645535,0.452760742,0.162194095
THD 2,CM,F,G,3.715880738,2.214645535,0.252241603,0.097688128
THD 2,CM,F,N,3.715880738,2.214645535,0.596188966,0.203084304
THD 2,FX,F,G,3.715880738,2.214645535,0.647613518,0.216855347
THD 2,FX,F,N,3.715880738,2.214645535,1.894050923,0.461506169
THD 2,MH,F,G,3.715880738,2.214645535,0.423991425,0.153507374
THD 2,MH,F,N,3.715880738,2.214645535,0.323865836,0.121843975
THD 2,QG,F,G,3.715880738,2.214645535,0.215427932,0.084729213
THD 2,QG,F,N,3.715880738,2.214645535,0.272533217,0.104669128
THD 2,XZ,F,G,3.715880738,2.214645535,0.390622304,0.143209191
THD 2,XZ,F,N,3.715880738,2.214645535,0.52238951,0.182525783
THD 3,BL,G,G,3.715880738,2.214645535,0.217841577,0.085590797
THD 3,BL,G,N,3.715880738,2.214645535,0.461996908,0.164946454
THD 3,CM,G,G,3.715880738,2.214645535,0.224403755,0.087924653
THD 3,CM,G,N,3.715880738,2.214645535,0.384835945,0.141398328
THD 3,FX,G,G,3.715880738,2.214645535,0.829927029,0.262433772
THD 3,FX,G,N,3.715880738,2.214645535,1.166038578,0.335666187
THD 3,MH,G,G,3.715880738,2.214645535,0.272956083,0.104813421
THD 3,MH,G,N,3.715880738,2.214645535,0.565220073,0.194575409
THD 3,QG,G,G,3.715880738,2.214645535,0.295990851,0.112601936
THD 3,QG,G,N,3.715880738,2.214645535,0.318485952,0.120075507
THD 3,XZ,G,G,3.715880738,2.214645535,0.420332314,0.152389968
THD 3,XZ,G,N,3.715880738,2.214645535,0.428511641,0.154883784
THD 4,BL,F,G,3.715880738,2.214645535,0.35416611,0.303185848
THD 4,BL,F,N,3.715880738,2.214645535,0.392781353,0.143882944
THD 4,CM,F,G,3.715880738,2.214645535,0.423991425,0.153507374
THD 4,CM,F,N,3.715880738,2.214645535,0.359139009,0.133263877
THD 4,FX,F,G,3.715880738,2.214645535,0.974718451,0.295505184
THD 4,FX,F,N,3.715880738,2.214645535,1.393464331,0.37902696
THD 4,MH,F,G,3.715880738,2.214645535,0.329041573,0.123538566
THD 4,MH,F,N,3.715880738,2.214645535,0.388572295,0.142568496
THD 4,QG,F,G,3.715880738,2.214645535,0.214225045,0.084299187
THD 4,QG,F,N,3.715880738,2.214645535,0.376359244,0.138731804
THD 4,XZ,F,G,3.715880738,2.214645535,0.423991425,0.153507374
THD 4,XZ,F,N,3.715880738,2.214645535,0.804159896,0.256275025
XGS1,BL,F,G,-2.97473158,1.97222922,0.379837763,0.321965929
XGS1,BL,F,N,-2.97473158,1.97222922,0.303899071,0.115243976
XGS1,CM,F,G,-2.97473158,1.97222922,0.352384784,0.131100276
XGS1,CM,F,N,-2.97473158,1.97222922,0.600805911,0.204338679
XGS1,FX,F,G,-2.97473158,1.97222922,0.677005833,0.224534573
XGS1,FX,F,N,-2.97473158,1.97222922,1.19231547,0.340903048
XGS1,MH,F,G,-2.97473158,1.97222922,0.415975848,0.151055846
XGS1,MH,F,N,-2.97473158,1.97222922,0.413473988,0.150287821
XGS1,QG,F,G,-2.97473158,1.97222922,0.330354308,0.12396732
XGS1,QG,F,N,-2.97473158,1.97222922,0.421901613,0.152869547
XGS1,XZ,F,G,-2.97473158,1.97222922,0.303875613,0.115236163
XGS1,XZ,F,N,-2.97473158,1.97222922,0.591640035,0.201844855
XJS1,BL,F,G,-1.77107757,3.587952557,0.304643189,0.265929585
XJS1,BL,F,N,-1.77107757,3.587952557,0.252462583,0.09776476
XJS1,CM,F,G,-1.77107757,3.587952557,0.30311569,0.114982974
XJS1,CM,F,N,-1.77107757,3.587952557,0.330808742,0.124115645
XJS1,FX,F,G,-1.77107757,3.587952557,0.824124267,0.261054421
XJS1,FX,F,N,-1.77107757,3.587952557,0.734931898,0.239282432
XJS1,MH,F,G,-1.77107757,3.587952557,0.389291061,0.142793241
XJS1,MH,F,N,-1.77107757,3.587952557,0.57017329,0.195947585
XJS1,QG,F,G,-1.77107757,3.587952557,0.283138352,0.108273486
XJS1,QG,F,N,-1.77107757,3.587952557,0.417413399,0.151496534
XJS1,XZ,F,G,-1.77107757,3.587952557,0.406368183,0.148099033
XJS1,XZ,F,N,-1.77107757,3.587952557,0.258902611,0.099992134
XJS2,BL,G,G,-1.77107757,3.587952557,0.327308052,0.122971729
XJS2,BL,G,N,-1.77107757,3.587952557,0.403422645,0.14718848
XJS2,CM,G,G,-1.77107757,3.587952557,0.36039562,0.133665225
XJS2,CM,G,N,-1.77107757,3.587952557,0.481056678,0.170571679
XJS2,FX,G,G,-1.77107757,3.587952557,0.611270777,0.207168531
XJS2,FX,G,N,-1.77107757,3.587952557,1.082142026,0.31851035
XJS2,MH,G,G,-1.77107757,3.587952557,0.277607028,0.106397292
XJS2,MH,G,N,-1.77107757,3.587952557,0.434972584,0.156843604
XJS2,QG,G,G,-1.77107757,3.587952557,0.294099945,0.111967819
XJS2,QG,G,N,-1.77107757,3.587952557,0.379826803,0.139824577
XJS2,XZ,G,G,-1.77107757,3.587952557,0.464856248,0.165795008
XJS2,XZ,G,N,-1.77107757,3.587952557,0.605009796,0.205477687
XMS1,BL,F,G,-0.685951164,1.693574689,0.268321813,0.23769462
XMS1,BL,F,N,-0.685951164,1.693574689,0.599944566,0.204104936
XMS1,CM,F,G,-0.685951164,1.693574689,0.253872798,0.098253481
XMS1,CM,F,N,-0.685951164,1.693574689,0.477877282,0.169638373
XMS1,FX,F,G,-0.685951164,1.693574689,0.450265031,0.161447375
XMS1,FX,F,N,-0.685951164,1.693574689,0.990095117,0.298873834
XMS1,MH,F,G,-0.685951164,1.693574689,0.195032044,0.077379551
XMS1,MH,F,N,-0.685951164,1.693574689,0.388939554,0.142683346
XMS1,QG,F,G,-0.685951164,1.693574689,0.175082253,0.070068267
XMS1,QG,F,N,-0.685951164,1.693574689,0.175970941,0.07039659
XMS1,XZ,F,G,-0.685951164,1.693574689,0.47554394,0.168952147
XMS1,XZ,F,N,-0.685951164,1.693574689,0.303899071,0.115243976
XS 1,BL,F,G,3.177851507,3.248807011,0.25431435,0.226589089
XS 1,BL,F,N,3.177851507,3.248807011,0.30016257,0.113997659
XS 1,CM,F,G,3.177851507,3.248807011,0.253099681,0.097985619
XS 1,CM,F,N,3.177851507,3.248807011,0.298186753,0.113337173
XS 1,FX,F,G,3.177851507,3.248807011,0.887258974,0.275831499
XS 1,FX,F,N,3.177851507,3.248807011,0.784253612,0.251456585
XS 1,MH,F,G,3.177851507,3.248807011,0.378949623,0.1395484
XS 1,MH,F,N,3.177851507,3.248807011,0.348287877,0.12978263
XS 1,QG,F,G,3.177851507,3.248807011,0.227903923,0.089164387
XS 1,QG,F,N,3.177851507,3.248807011,0.287373405,0.109704533
XS 1,XZ,F,G,3.177851507,3.248807011,0.539537355,0.187390231
XS 1,XZ,F,N,3.177851507,3.248807011,0.459433603,0.164184342
XS 2,BL,F,G,3.177851507,3.248807011,0.382994918,0.324251378
XS 2,BL,F,N,3.177851507,3.248807011,0.38663963,0.141963608
XS 2,CM,F,G,3.177851507,3.248807011,0.317803904,0.11985079
XS 2,CM,F,N,3.177851507,3.248807011,0.33817503,0.126512922
XS 2,FX,F,G,3.177851507,3.248807011,0.686184441,0.226905078
XS 2,FX,F,N,3.177851507,3.248807011,0.825932629,0.261484749
XS 2,MH,F,G,3.177851507,3.248807011,0.411866484,0.149793629
XS 2,MH,F,N,3.177851507,3.248807011,0.649554495,0.217366668
XS 2,QG,F,G,3.177851507,3.248807011,0.294700069,0.112169171
XS 2,QG,F,N,3.177851507,3.248807011,0.330528745,0.124024262
XS 2,XZ,F,G,3.177851507,3.248807011,0.379562476,0.139741373
XS 2,XZ,F,N,3.177851507,3.248807011,0.484162525,0.171481461
XS 3,BL,G,G,3.177851507,3.248807011,0.264490479,0.101915564
XS 3,BL,G,N,3.177851507,3.248807011,0.401032468,0.1464482
XS 3,CM,G,G,3.177851507,3.248807011,0.261473075,0.100877985
XS 3,CM,G,N,3.177851507,3.248807011,0.294099945,0.111967819
XS 3,FX,G,G,3.177851507,3.248807011,0.910015582,0.28103691
XS 3,FX,G,N,3.177851507,3.248807011,1.182039686,0.338862645
XS 3,MH,G,G,3.177851507,3.248807011,0.468768021,0.166953208
XS 3,MH,G,N,3.177851507,3.248807011,0.472443912,0.168038761
XS 3,QG,G,G,3.177851507,3.248807011,0.22295914,0.087411947
XS 3,QG,G,N,3.177851507,3.248807011,0.421677954,0.152801229
XS 3,XZ,G,G,3.177851507,3.248807011,0.399578954,0.145997403
XS 3,XZ,G,N,3.177851507,3.248807011,0.36531516,0.135232913
XSD1,BL,F,G,1.963749447,2.945160406,0.300395581,0.262668511
XSD1,BL,F,N,1.963749447,2.945160406,0.473109302,0.168234972
XSD1,CM,F,G,1.963749447,2.945160406,0.315638177,0.119136467
XSD1,CM,F,N,1.963749447,2.945160406,0.435514488,0.15700758
XSD1,FX,F,G,1.963749447,2.945160406,0.755741207,0.244460502
XSD1,FX,F,N,1.963749447,2.945160406,0.941940374,0.288235891
XSD1,MH,F,G,1.963749447,2.945160406,0.30945293,0.117089892
XSD1,MH,F,N,1.963749447,2.945160406,0.404197349,0.147428149
XSD1,QG,F,G,1.963749447,2.945160406,0.17436536,0.069803232
XSD1,QG,F,N,1.963749447,2.945160406,0.316730908,0.11949703
XSD1,XZ,F,G,1.963749447,2.945160406,0.332045797,0.124519157
XSD1,XZ,F,N,1.963749447,2.945160406,0.613020159,0.207639795
XSD2,BL,G,G,1.963749447,2.945160406,0.359445094,0.133361672
XSD2,BL,G,N,1.963749447,2.945160406,0.32435824,0.122005478
XSD2,CM,G,G,1.963749447,2.945160406,0.26374504,0.101659464
XSD2,CM,G,N,1.963749447,2.945160406,0.282619333,0.108097782
XSD2,FX,G,G,1.963749447,2.945160406,0.852258362,0.267701564
XSD2,FX,G,N,1.963749447,2.945160406,0.890092439,0.276483045
XSD2,MH,G,G,1.963749447,2.945160406,0.27808774,0.106560669
XSD2,MH,G,N,1.963749447,2.945160406,0.541667921,0.187990836
XSD2,QG,G,G,1.963749447,2.945160406,0.123594073,0.05060944
XSD2,QG,G,N,1.963749447,2.945160406,0.320945867,0.12088502
XSD2,XZ,G,G,1.963749447,2.945160406,0.378362796,0.139363542
XSD2,XZ,G,N,1.963749447,2.945160406,0.462173283,0.164998844
XTJ1,BL,F,G,-1.21146715,1.842094687,0.229128179,0.206305121
XTJ1,BL,F,N,-1.21146715,1.842094687,0.362790134,0.134428981
XTJ1,CM,F,G,-1.21146715,1.842094687,0.367162667,0.135820191
XTJ1,CM,F,N,-1.21146715,1.842094687,0.496079902,0.174954789
XTJ1,FX,F,G,-1.21146715,1.842094687,0.993708528,0.299661667
XTJ1,FX,F,N,-1.21146715,1.842094687,0.853344086,0.267956057
XTJ1,MH,F,G,-1.21146715,1.842094687,0.331768915,0.124428874
XTJ1,MH,F,N,-1.21146715,1.842094687,0.361744483,0.134095624
XTJ1,QG,F,G,-1.21146715,1.842094687,0.229807018,0.089836967
XTJ1,QG,F,N,-1.21146715,1.842094687,0.37157122,0.137218364
XTJ1,XZ,F,G,-1.21146715,1.842094687,0.425510263,0.153970348
XTJ1,XZ,F,N,-1.21146715,1.842094687,0.543428289,0.188486456
XWCD1,BL,F,G,-1.232960576,3.135808535,0.310014398,0.270038128
XWCD1,BL,F,N,-1.232960576,3.135808535,0.563172214,0.194006827
XWCD1,CM,F,G,-1.232960576,3.135808535,0.445865033,0.160127755
XWCD1,CM,F,N,-1.232960576,3.135808535,0.488240332,0.17267307
XWCD1,FX,F,G,-1.232960576,3.135808535,0.533252871,0.185613787
XWCD1,FX,F,N,-1.232960576,3.135808535,1.072446997,0.316483432
XWCD1,MH,F,G,-1.232960576,3.135808535,0.550954564,0.190599075
XWCD1,MH,F,N,-1.232960576,3.135808535,0.473401674,0.168321159
XWCD1,QG,F,G,-1.232960576,3.135808535,0.150814921,0.061005484
XWCD1,QG,F,N,-1.232960576,3.135808535,0.256422105,0.099135569
XWCD1,XZ,F,G,-1.232960576,3.135808535,0.398832153,0.145765606
XWCD1,XZ,F,N,-1.232960576,3.135808535,1.440533919,0.387484848
XWCD2,BL,G,G,-1.232960576,3.135808535,0.235216944,0.09174324
XWCD2,BL,G,N,-1.232960576,3.135808535,0.556790916,0.192230289
XWCD2,CM,G,G,-1.232960576,3.135808535,0.261124436,0.100757941
XWCD2,CM,G,N,-1.232960576,3.135808535,0.490086454,0.173211467
XWCD2,FX,G,G,-1.232960576,3.135808535,0.88011688,0.274184849
XWCD2,FX,G,N,-1.232960576,3.135808535,1.305207946,0.362710108
XWCD2,MH,G,G,-1.232960576,3.135808535,0.381803752,0.140446368
XWCD2,MH,G,N,-1.232960576,3.135808535,0.266354077,0.102555153
XWCD2,QG,G,G,-1.232960576,3.135808535,0.135333006,0.055123264
XWCD2,QG,G,N,-1.232960576,3.135808535,0.38200193,0.14050865
XWCD2,XZ,G,G,-1.232960576,3.135808535,0.47554394,0.168952147
XWCD2,XZ,G,N,-1.232960576,3.135808535,0.617815046,0.20892887
XZ 1,BL,F,G,2.888712742,2.602837338,0.334423421,0.288499304
XZ 1,BL,F,N,2.888712742,2.602837338,0.303043519,0.114958921
XZ 1,CM,F,G,2.888712742,2.602837338,0.251664847,0.097488055
XZ 1,CM,F,N,2.888712742,2.602837338,0.764042826,0.246509124
XZ 1,FX,F,G,2.888712742,2.602837338,0.787725764,0.252300899
XZ 1,FX,F,N,2.888712742,2.602837338,1.224710903,0.347273583
XZ 1,MH,F,G,2.888712742,2.602837338,0.328624606,0.123402291
XZ 1,MH,F,N,2.888712742,2.602837338,0.570821424,0.196126816
XZ 1,QG,F,G,2.888712742,2.602837338,0.211240692,0.083230453
XZ 1,QG,F,N,2.888712742,2.602837338,0.142392024,0.057815162
XZ 1,XZ,F,G,2.888712742,2.602837338,0.342418092,0.127887797
XZ 1,XZ,F,N,2.888712742,2.602837338,1.057895961,0.313423415
XZ 2,BL,F,G,2.888712742,2.602837338,0.419638001,0.35040191
XZ 2,BL,F,N,2.888712742,2.602837338,0.473021458,0.168209073
XZ 2,CM,F,G,2.888712742,2.602837338,0.416302492,0.151156019
XZ 2,CM,F,N,2.888712742,2.602837338,0.581683722,0.199119645
XZ 2,FX,F,G,2.888712742,2.602837338,0.578622176,0.198278199
XZ 2,FX,F,N,2.888712742,2.602837338,0.980744411,0.296828439
XZ 2,MH,F,G,2.888712742,2.602837338,0.336645533,0.126016251
XZ 2,MH,F,N,2.888712742,2.602837338,0.297778171,0.113200465
XZ 2,QG,F,G,2.888712742,2.602837338,0.277173074,0.106249754
XZ 2,QG,F,N,2.888712742,2.602837338,0.44087952,0.158627669
XZ 2,XZ,F,G,2.888712742,2.602837338,0.415761816,0.150990195
XZ 2,XZ,F,N,2.888712742,2.602837338,0.376543828,0.138790044
XZ 3,BL,G,G,2.888712742,2.602837338,0.274819201,0.105448596
XZ 3,BL,G,N,2.888712742,2.602837338,0.394682444,0.144475334
XZ 3,CM,G,G,2.888712742,2.602837338,0.261124436,0.100757941
XZ 3,CM,G,N,2.888712742,2.602837338,0.254572682,0.098495827
XZ 3,FX,G,G,2.888712742,2.602837338,0.469913093,0.167291658
XZ 3,FX,G,N,2.888712742,2.602837338,1.017269401,0.304763901
XZ 3,MH,G,G,2.888712742,2.602837338,0.386648695,0.141966447
XZ 3,MH,G,N,2.888712742,2.602837338,0.286486468,0.109405222
XZ 3,QG,G,G,2.888712742,2.602837338,0.147581741,0.05978363
XZ 3,QG,G,N,2.888712742,2.602837338,0.217940007,0.085625896
XZ 3,XZ,G,G,2.888712742,2.602837338,0.4035868,0.147239275
XZ 3,XZ,G,N,2.888712742,2.602837338,0.411885515,0.149799483
ZJJ 1,BL,F,G,4.185015023,2.916361792,0.329934817,0.285129931
ZJJ 1,BL,F,N,4.185015023,2.916361792,0.4050499,0.147691748
ZJJ 1,CM,F,G,4.185015023,2.916361792,0.297416623,0.113079458
ZJJ 1,CM,F,N,4.185015023,2.916361792,0.546013312,0.189213229
ZJJ 1,FX,F,G,4.185015023,2.916361792,0.561268931,0.193477717
ZJJ 1,FX,F,N,4.185015023,2.916361792,1.416581267,0.383201405
ZJJ 1,MH,F,G,4.185015023,2.916361792,0.282655227,0.108109935
ZJJ 1,MH,F,N,4.185015023,2.916361792,0.340329431,0.127211554
ZJJ 1,QG,F,G,4.185015023,2.916361792,0.203308188,0.080376872
ZJJ 1,QG,F,N,4.185015023,2.916361792,0.319596317,0.120441095
ZJJ 1,XZ,F,G,4.185015023,2.916361792,0.449863663,0.161327166
ZJJ 1,XZ,F,N,4.185015023,2.916361792,0.707326119,0.232316484
ZJJ2,BL,F,G,4.185015023,2.916361792,0.327362769,0.283194093
ZJJ2,BL,F,N,4.185015023,2.916361792,0.47314606,0.168245809
ZJJ2,CM,F,G,4.185015023,2.916361792,0.393590462,0.144135165
ZJJ2,CM,F,N,4.185015023,2.916361792,0.556888869,0.192257614
ZJJ2,FX,F,G,4.185015023,2.916361792,0.761513753,0.245886038
ZJJ2,FX,F,N,4.185015023,2.916361792,1.093038301,0.320777176
ZJJ2,MH,F,G,4.185015023,2.916361792,0.333135948,0.124874439
ZJJ2,MH,F,N,4.185015023,2.916361792,0.239040056,0.093085347
ZJJ2,QG,F,G,4.185015023,2.916361792,0.172386816,0.069070926
ZJJ2,QG,F,N,4.185015023,2.916361792,0.266803788,0.102709353
ZJJ2,XZ,F,G,4.185015023,2.916361792,0.52238951,0.182525783
ZJJ2,XZ,F,N,4.185015023,2.916361792,0.56373224,0.19416239
ZRS1,BL,F,G,0.860907213,1.421793949,0.451294557,0.372455956
ZRS1,BL,F,N,0.860907213,1.421793949,0.404454563,0.147507693
ZRS1,CM,F,G,0.860907213,1.421793949,0.306366823,0.116065142
ZRS1,CM,F,N,0.860907213,1.421793949,0.171321006,0.068675932
ZRS1,FX,F,G,0.860907213,1.421793949,0.362999952,0.134495841
ZRS1,FX,F,N,0.860907213,1.421793949,0.919189133,0.283117776
ZRS1,MH,F,G,0.860907213,1.421793949,0.340464763,0.127255402
ZRS1,MH,F,N,0.860907213,1.421793949,0.31986977,0.120531082
ZRS1,QG,F,G,0.860907213,1.421793949,0.198388374,0.078597587
ZRS1,QG,F,N,0.860907213,1.421793949,0.315736619,0.119168962
ZRS1,XZ,F,G,0.860907213,1.421793949,0.625465772,0.210977829
ZRS1,XZ,F,N,0.860907213,1.421793949,0.400844492,0.146389927
ZRS2,BL,G,G,0.860907213,1.421793949,0.416622468,0.151254126
ZRS2,BL,G,N,0.860907213,1.421793949,0.454995057,0.162861518
ZRS2,CM,G,G,0.860907213,1.421793949,0.377171452,0.138988011
ZRS2,CM,G,N,0.860907213,1.421793949,0.605810589,0.205694317
ZRS2,FX,G,G,0.860907213,1.421793949,0.888783036,0.276182073
ZRS2,FX,G,N,0.860907213,1.421793949,1.428017827,0.385251871
ZRS2,MH,G,G,0.860907213,1.421793949,0.36767827,0.135983947
ZRS2,MH,G,N,0.860907213,1.421793949,0.450228071,0.161436307
ZRS2,QG,G,G,0.860907213,1.421793949,0.250803009,0.097188917
ZRS2,QG,G,N,0.860907213,1.421793949,0.243932531,0.094796826
ZRS2,XZ,G,G,0.860907213,1.421793949,0.537006652,0.186675747
ZRS2,XZ,G,N,0.860907213,1.421793949,0.698391177,0.230037725
ZS 2,BL,F,G,6.244897415,2.160543385,0.280607606,0.247334657
ZS 2,BL,F,N,6.244897415,2.160543385,0.353315828,0.131399161
ZS 2,CM,F,G,6.244897415,2.160543385,0.303043519,0.114958921
ZS 2,CM,F,N,6.244897415,2.160543385,0.408261361,0.148683264
ZS 2,FX,F,G,6.244897415,2.160543385,0.743872795,0.241514803
ZS 2,FX,F,N,6.244897415,2.160543385,0.992443375,0.299385988
ZS 2,MH,F,G,6.244897415,2.160543385,0.411876799,0.149796802
ZS 2,MH,F,N,6.244897415,2.160543385,0.409055381,0.148928063
ZS 2,QG,F,G,6.244897415,2.160543385,0.229807018,0.089836967
ZS 2,QG,F,N,6.244897415,2.160543385,0.329833866,0.123797389
ZS 2,XZ,F,G,6.244897415,2.160543385,0.465884589,0.166099779
ZS 2,XZ,F,N,6.244897415,2.160543385,0.615614693,0.208337794
ZS 3,BL,F,G,6.244897415,2.160543385,0.340265882,0.292868014
